VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
09/10/2021 11:00:00 AM,,818,128541,477,112176,1325,10867,2143,139408,1802,123043
09/11/2021 11:00:00 AM,,422,128963,251,112427,417,11284,839,140247,668,123711
09/12/2021 11:00:00 AM,,414,129377,299,112726,352,11636,766,141013,651,124362
09/13/2021 11:00:00 AM,,199,129576,87,112813,95,11731,294,141307,182,124544
09/14/2021 11:00:00 AM,,184,129760,59,112872,100,11831,284,141591,159,124703
09/15/2021 11:00:00 AM,,320,130080,163,113035,44,11875,364,141955,207,124910
09/16/2021 11:00:00 AM,,338,130418,208,113243,44,11919,382,142337,252,125162
09/17/2021 11:00:00 AM,,375,130793,277,113520,4,11923,379,142716,281,125443
09/18/2021 11:00:00 AM,,373,131166,234,113754,54,11977,427,143143,288,125731
09/19/2021 11:00:00 AM,,420,131586,329,114083,8,11985,428,143571,337,126068
09/20/2021 11:00:00 AM,,25,131611,18,114101,171,12156,196,143767,189,126257
09/21/2021 11:00:00 AM,,13,131624,5,114106,63,12219,76,143843,68,126325
09/22/2021 11:00:00 AM,,279,131903,182,114288,186,12405,465,144308,368,126693
09/23/2021 11:00:00 AM,,341,132244,224,114512,247,12652,588,144896,471,127164
09/24/2021 11:00:00 AM,,360,132604,316,114828,148,12800,508,145404,464,127628
09/25/2021 11:00:00 AM,,396,133000,287,115115,316,13116,712,146116,603,128231
09/26/2021 11:00:00 AM,,244,133244,242,115357,367,13483,611,146727,609,128840
09/27/2021 11:00:00 AM,,7,133251,9,115366,273,13756,280,147007,282,129122
09/29/2021 11:00:00 AM,,253,133504,211,115577,655,14411,908,147915,866,129988
09/30/2021 11:00:00 AM,,311,133815,222,115799,545,14956,856,148771,767,130755
10/01/2021 11:00:00 AM,,238,134053,276,116075,494,15450,732,149503,770,131525
10/02/2021 11:00:00 AM,,22,134075,22,116097,88,15538,110,149613,110,131635
10/03/2021 11:00:00 AM,,,134075,1,116098,1,15539,,149614,2,131637
10/05/2021 11:00:00 AM,,,134075,1,116099,,15539,,149614,,131638
10/06/2021 11:00:00 AM,,,134075,8,116107,9,15548,,149623,17,131655
10/07/2021 11:00:00 AM,,18,134093,26,116133,87,15635,105,149728,113,131768
10/08/2021 11:00:00 AM,,7,134100,6,116139,20,15655,27,149755,26,131794
10/09/2021 11:00:00 AM,,21,134121,32,116171,154,15809,175,149930,186,131980
10/10/2021 11:00:00 AM,,2,134123,1,116172,16,15825,18,149948,17,131997
10/14/2021 11:00:00 AM,,1364,135487,2089,118261,158,15983,1522,151470,2247,134244
10/15/2021 11:00:00 AM,,371,135858,606,118867,23,16006,394,151864,629,134873
10/16/2021 11:00:00 AM,,206,136064,253,119120,156,16162,362,152226,409,135282
10/17/2021 11:00:00 AM,,278,136342,290,119410,12,16174,290,152516,302,135584
10/18/2021 11:00:00 AM,,75,136417,88,119498,,16174,,152591,,135672
10/19/2021 11:00:00 AM,,941,137358,972,120470,5,16179,946,153537,977,136649
10/20/2021 11:00:00 AM,,246,137604,248,120718,13,16192,259,153796,261,136910
10/22/2021 11:00:00 AM,,247,137851,408,121126,194,16386,441,154237,602,137512
10/23/2021 11:00:00 AM,,154,138005,168,121294,188,16574,342,154579,356,137868
10/24/2021 11:00:00 AM,,184,138189,210,121504,11,16585,195,154774,221,138089
10/25/2021 11:00:00 AM,,8,138197,11,121515,,16585,,154782,,138100
10/26/2021 11:00:00 AM,,4,138201,10,121525,,16585,,154786,,138110
10/27/2021 11:00:00 AM,,182,138383,196,121721,5,16590,187,154973,201,138311
10/28/2021 11:00:00 AM,,150,138533,187,121908,168,16758,318,155291,355,138666
10/29/2021 11:00:00 AM,,314,138847,382,122290,14,16772,328,155619,396,139062
10/30/2021 11:00:00 AM,,20,138867,17,122307,159,16931,179,155798,176,139238
10/31/2021 11:00:00 AM,,141,139008,201,122508,17,16948,158,155956,218,139456
11/01/2021 11:00:00 AM,,147,139155,185,122693,2,16950,149,156105,187,139643
11/02/2021 11:00:00 AM,,4,139159,11,122704,2,16952,6,156111,13,139656
11/03/2021 11:00:00 AM,,89,139248,88,122792,1,16953,90,156201,89,139745
11/04/2021 11:00:00 AM,,169,139417,201,122993,165,17118,334,156535,366,140111
11/05/2021 11:00:00 AM,,103,139520,170,123163,18,17136,121,156656,188,140299
11/06/2021 11:00:00 AM,,138,139658,170,123333,145,17281,283,156939,315,140614
11/07/2021 10:00:00 AM,,85,139743,136,123469,7,17288,92,157031,143,140757
11/08/2021 10:00:00 AM,,12,139755,59,123528,,17288,,157043,,140816
11/09/2021 10:00:00 AM,,28,139783,40,123568,3,17291,31,157074,43,140859
11/10/2021 10:00:00 AM,,3,139786,206,123774,8,17299,11,157085,214,141073
11/12/2021 10:00:00 AM,,422,140208,358,124132,234,17533,656,157741,592,141665
11/13/2021 10:00:00 AM,,108,140316,5,124137,195,17728,303,158044,200,141865
11/14/2021 10:00:00 AM,,82,140398,57,124194,51,17779,133,158177,108,141973
11/15/2021 10:00:00 AM,,2,140400,2,124196,,17779,,158179,,141975
11/16/2021 10:00:00 AM,,,140400,1,124197,2,17781,,158181,3,141978
11/17/2021 10:00:00 AM,,150,140550,170,124367,5,17786,155,158336,175,142153
11/18/2021 10:00:00 AM,,179,140729,130,124497,186,17972,365,158701,316,142469
11/19/2021 10:00:00 AM,,218,140947,154,124651,24,17996,242,158943,178,142647
11/20/2021 10:00:00 AM,,433,141380,128,124779,282,18278,715,159658,410,143057
11/21/2021 10:00:00 AM,,204,141584,152,124931,13,18291,217,159875,165,143222
11/22/2021 10:00:00 AM,,60,141644,3,124934,1,18292,61,159936,4,143226
11/23/2021 10:00:00 AM,,4,141648,4,124938,44,18336,48,159984,48,143274
11/24/2021 10:00:00 AM,,1,141649,,124938,,18336,,159985,,143274
11/26/2021 10:00:00 AM,,250,141899,222,125160,10,18346,260,160245,232,143506
11/29/2021 10:00:00 AM,,688,142587,331,125491,186,18532,874,161119,517,144023
12/01/2021 10:00:00 AM,,267,142854,224,125715,7,18539,274,161393,231,144254
12/02/2021 10:00:00 AM,,270,143124,205,125920,195,18734,465,161858,400,144654
12/04/2021 10:00:00 AM,,603,143727,461,126381,307,19041,910,162768,768,145422
12/05/2021 10:00:00 AM,,334,144061,241,126622,8,19049,342,163110,249,145671
12/06/2021 10:00:00 AM,,4,144065,11,126633,19,19068,23,163133,30,145701
12/07/2021 10:00:00 AM,,,144065,,126633,,19068,,163133,,145701
12/08/2021 10:00:00 AM,,276,144341,290,126923,8,19076,284,163417,298,145999
12/09/2021 10:00:00 AM,,220,144561,185,127108,190,19266,410,163827,375,146374
12/10/2021 10:00:00 AM,,277,144838,244,127352,17,19283,294,164121,261,146635
12/11/2021 10:00:00 AM,,216,145054,129,127481,231,19514,447,164568,360,146995
12/18/2020 10:00:00 AM,Allegany,4,4,,0,,0,,4,,0
12/20/2020 10:00:00 AM,Allegany,1,5,,0,,0,,5,,0
12/21/2020 10:00:00 AM,Allegany,22,27,,0,,0,,27,,0
12/22/2020 10:00:00 AM,Allegany,55,82,,0,,0,,82,,0
12/23/2020 10:00:00 AM,Allegany,113,195,,0,,0,,195,,0
12/24/2020 10:00:00 AM,Allegany,2,197,,0,,0,,197,,0
12/27/2020 10:00:00 AM,Allegany,1,198,,0,,0,,198,,0
12/28/2020 10:00:00 AM,Allegany,213,411,,0,,0,,411,,0
12/29/2020 10:00:00 AM,Allegany,215,626,,0,,0,,626,,0
12/30/2020 10:00:00 AM,Allegany,283,909,1,1,,0,,909,,1
12/31/2020 10:00:00 AM,Allegany,2,911,,1,,0,,911,,1
01/01/2021 10:00:00 AM,Allegany,6,917,1,2,,0,,917,,2
01/02/2021 10:00:00 AM,Allegany,2,919,,2,,0,,919,,2
01/04/2021 10:00:00 AM,Allegany,173,1092,2,4,,0,,1092,,4
01/05/2021 10:00:00 AM,Allegany,267,1359,,4,,0,,1359,,4
01/06/2021 10:00:00 AM,Allegany,192,1551,,4,,0,,1551,,4
01/07/2021 10:00:00 AM,Allegany,256,1807,,4,,0,,1807,,4
01/08/2021 10:00:00 AM,Allegany,157,1964,5,9,,0,,1964,,9
01/09/2021 10:00:00 AM,Allegany,108,2072,1,10,,0,,2072,,10
01/10/2021 10:00:00 AM,Allegany,1,2073,,10,,0,,2073,,10
01/11/2021 10:00:00 AM,Allegany,283,2356,4,14,,0,,2356,,14
01/12/2021 10:00:00 AM,Allegany,434,2790,3,17,,0,,2790,,17
05/31/2021 11:00:00 AM,Anne Arundel,156,298614,558,252350,30,20156,186,318770,588,272506
06/01/2021 11:00:00 AM,Anne Arundel,727,299341,1374,253724,102,20258,829,319599,1476,273982
06/02/2021 11:00:00 AM,Anne Arundel,1262,300603,2513,256237,78,20336,1340,320939,2591,276573
06/03/2021 11:00:00 AM,Anne Arundel,685,301288,2248,258485,109,20445,794,321733,2357,278930
06/04/2021 11:00:00 AM,Anne Arundel,656,301944,2468,260953,115,20560,771,322504,2583,281513
06/05/2021 11:00:00 AM,Anne Arundel,551,302495,2086,263039,59,20619,610,323114,2145,283658
06/06/2021 11:00:00 AM,Anne Arundel,290,302785,1040,264079,31,20650,321,323435,1071,284729
06/07/2021 11:00:00 AM,Anne Arundel,496,303281,1352,265431,70,20720,566,324001,1422,286151
06/08/2021 11:00:00 AM,Anne Arundel,417,303698,1248,266679,60,20780,477,324478,1308,287459
06/09/2021 11:00:00 AM,Anne Arundel,622,304320,3335,270014,97,20877,719,325197,3432,290891
06/10/2021 11:00:00 AM,Anne Arundel,647,304967,1815,271829,111,20988,758,325955,1926,292817
06/11/2021 11:00:00 AM,Anne Arundel,557,305524,1661,273490,101,21089,658,326613,1762,294579
06/12/2021 11:00:00 AM,Anne Arundel,421,305945,1283,274773,64,21153,485,327098,1347,295926
06/13/2021 11:00:00 AM,Anne Arundel,110,306055,546,275319,36,21189,146,327244,582,296508
06/14/2021 11:00:00 AM,Anne Arundel,457,306512,1180,276499,86,21275,543,327787,1266,297774
06/15/2021 11:00:00 AM,Anne Arundel,442,306954,1161,277660,71,21346,513,328300,1232,299006
06/16/2021 11:00:00 AM,Anne Arundel,455,307409,2432,280092,73,21419,528,328828,2505,301511
06/17/2021 11:00:00 AM,Anne Arundel,497,307906,1099,281191,60,21479,557,329385,1159,302670
06/18/2021 11:00:00 AM,Anne Arundel,455,308361,1009,282200,54,21533,509,329894,1063,303733
06/19/2021 11:00:00 AM,Anne Arundel,414,308775,941,283141,97,21630,511,330405,1038,304771
06/20/2021 11:00:00 AM,Anne Arundel,185,308960,360,283501,22,21652,207,330612,382,305153
06/21/2021 11:00:00 AM,Anne Arundel,442,309402,533,284034,66,21718,508,331120,599,305752
06/22/2021 11:00:00 AM,Anne Arundel,435,309837,765,284799,82,21800,517,331637,847,306599
06/23/2021 11:00:00 AM,Anne Arundel,466,310303,1152,285951,59,21859,525,332162,1211,307810
06/24/2021 11:00:00 AM,Anne Arundel,474,310777,728,286679,60,21919,534,332696,788,308598
06/25/2021 11:00:00 AM,Anne Arundel,429,311206,699,287378,65,21984,494,333190,764,309362
06/26/2021 11:00:00 AM,Anne Arundel,289,311495,555,287933,40,22024,329,333519,595,309957
06/27/2021 11:00:00 AM,Anne Arundel,174,311669,277,288210,11,22035,185,333704,288,310245
12/14/2020 10:00:00 AM,Baltimore,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Baltimore,6,7,2,2,,0,,7,,2
12/16/2020 10:00:00 AM,Baltimore,113,120,,2,,0,,120,,2
12/17/2020 10:00:00 AM,Baltimore,179,299,,2,,0,,299,,2
12/18/2020 10:00:00 AM,Baltimore,414,713,2,4,,0,,713,,4
12/19/2020 10:00:00 AM,Baltimore,128,841,,4,,0,,841,,4
12/20/2020 10:00:00 AM,Baltimore,63,904,2,6,,0,,904,,6
12/21/2020 10:00:00 AM,Baltimore,544,1448,1,7,,0,,1448,,7
12/22/2020 10:00:00 AM,Baltimore,993,2441,1,8,,0,,2441,,8
12/23/2020 10:00:00 AM,Baltimore,1113,3554,3,11,,0,,3554,,11
12/24/2020 10:00:00 AM,Baltimore,598,4152,2,13,,0,,4152,,13
12/25/2020 10:00:00 AM,Baltimore,35,4187,,13,,0,,4187,,13
12/26/2020 10:00:00 AM,Baltimore,303,4490,1,14,,0,,4490,,14
12/27/2020 10:00:00 AM,Baltimore,301,4791,3,17,,0,,4791,,17
12/28/2020 10:00:00 AM,Baltimore,1509,6300,4,21,,0,,6300,,21
12/29/2020 10:00:00 AM,Baltimore,1895,8195,7,28,,0,,8195,,28
12/30/2020 10:00:00 AM,Baltimore,1660,9855,8,36,,0,,9855,,36
12/31/2020 10:00:00 AM,Baltimore,1007,10862,,36,,0,,10862,,36
01/01/2021 10:00:00 AM,Baltimore,321,11183,5,41,,0,,11183,,41
01/02/2021 10:00:00 AM,Baltimore,553,11736,6,47,,0,,11736,,47
01/03/2021 10:00:00 AM,Baltimore,887,12623,15,62,,0,,12623,,62
01/04/2021 10:00:00 AM,Baltimore,1969,14592,56,118,,0,,14592,,118
01/05/2021 10:00:00 AM,Baltimore,2102,16694,96,214,,0,,16694,,214
01/06/2021 10:00:00 AM,Baltimore,2140,18834,173,387,,0,,18834,,387
01/07/2021 10:00:00 AM,Baltimore,2320,21154,275,662,,0,,21154,,662
01/08/2021 10:00:00 AM,Baltimore,2067,23221,336,998,,0,,23221,,998
01/09/2021 10:00:00 AM,Baltimore,387,23608,131,1129,,0,,23608,,1129
01/10/2021 10:00:00 AM,Baltimore,376,23984,40,1169,,0,,23984,,1169
01/13/2021 10:00:00 AM,Allegany,219,3009,5,22,,0,,3009,,22
01/14/2021 10:00:00 AM,Allegany,330,3339,1,23,,0,,3339,,23
01/15/2021 10:00:00 AM,Allegany,322,3661,3,26,,0,,3661,,26
01/16/2021 10:00:00 AM,Allegany,9,3670,,26,,0,,3670,,26
01/17/2021 10:00:00 AM,Allegany,1,3671,1,27,,0,,3671,,27
01/18/2021 10:00:00 AM,Allegany,1,3672,18,45,,0,,3672,,45
01/19/2021 10:00:00 AM,Allegany,352,4024,195,240,,0,,4024,,240
01/20/2021 10:00:00 AM,Allegany,307,4331,162,402,,0,,4331,,402
01/21/2021 10:00:00 AM,Allegany,674,5005,5,407,,0,,5005,,407
01/22/2021 10:00:00 AM,Allegany,403,5408,4,411,,0,,5408,,411
01/23/2021 10:00:00 AM,Allegany,99,5507,2,413,,0,,5507,,413
01/24/2021 10:00:00 AM,Allegany,26,5533,2,415,,0,,5533,,415
01/25/2021 10:00:00 AM,Allegany,330,5863,212,627,,0,,5863,,627
01/26/2021 10:00:00 AM,Allegany,91,5954,175,802,,0,,5954,,802
01/27/2021 10:00:00 AM,Allegany,422,6376,271,1073,,0,,6376,,1073
01/28/2021 10:00:00 AM,Allegany,827,7203,12,1085,,0,,7203,,1085
01/29/2021 10:00:00 AM,Allegany,935,8138,163,1248,,0,,8138,,1248
01/30/2021 10:00:00 AM,Allegany,6,8144,1,1249,,0,,8144,,1249
01/31/2021 10:00:00 AM,Allegany,1,8145,2,1251,,0,,8145,,1251
02/01/2021 10:00:00 AM,Allegany,45,8190,192,1443,,0,,8190,,1443
02/02/2021 10:00:00 AM,Allegany,395,8585,364,1807,,0,,8585,,1807
02/03/2021 10:00:00 AM,Allegany,67,8652,188,1995,,0,,8652,,1995
02/04/2021 10:00:00 AM,Allegany,157,8809,300,2295,,0,,8809,,2295
02/05/2021 10:00:00 AM,Allegany,229,9038,112,2407,,0,,9038,,2407
02/06/2021 10:00:00 AM,Allegany,7,9045,3,2410,,0,,9045,,2410
02/07/2021 10:00:00 AM,Allegany,2,9047,,2410,,0,,9047,,2410
02/08/2021 10:00:00 AM,Allegany,111,9158,133,2543,,0,,9158,,2543
02/09/2021 10:00:00 AM,Allegany,307,9465,194,2737,,0,,9465,,2737
06/28/2021 11:00:00 AM,Anne Arundel,376,312045,492,288702,59,22094,435,334139,551,310796
06/29/2021 11:00:00 AM,Anne Arundel,448,312493,477,289179,61,22155,509,334648,538,311334
06/30/2021 11:00:00 AM,Anne Arundel,434,312927,630,289809,52,22207,486,335134,682,312016
07/01/2021 11:00:00 AM,Anne Arundel,424,313351,617,290426,50,22257,474,335608,667,312683
07/02/2021 11:00:00 AM,Anne Arundel,381,313732,500,290926,57,22314,438,336046,557,313240
07/03/2021 11:00:00 AM,Anne Arundel,241,313973,358,291284,19,22333,260,336306,377,313617
07/04/2021 11:00:00 AM,Anne Arundel,38,314011,36,291320,7,22340,45,336351,43,313660
07/05/2021 11:00:00 AM,Anne Arundel,340,314351,344,291664,42,22382,382,336733,386,314046
07/06/2021 11:00:00 AM,Anne Arundel,355,314706,407,292071,41,22423,396,337129,448,314494
07/07/2021 11:00:00 AM,Anne Arundel,368,315074,481,292552,40,22463,408,337537,521,315015
07/08/2021 11:00:00 AM,Anne Arundel,388,315462,449,293001,55,22518,443,337980,504,315519
07/09/2021 11:00:00 AM,Anne Arundel,447,315909,490,293491,54,22572,501,338481,544,316063
07/10/2021 11:00:00 AM,Anne Arundel,274,316183,352,293843,27,22599,301,338782,379,316442
07/11/2021 11:00:00 AM,Anne Arundel,171,316354,198,294041,9,22608,180,338962,207,316649
07/12/2021 11:00:00 AM,Anne Arundel,415,316769,445,294486,39,22647,454,339416,484,317133
07/13/2021 11:00:00 AM,Anne Arundel,333,317102,386,294872,46,22693,379,339795,432,317565
07/14/2021 11:00:00 AM,Anne Arundel,383,317485,411,295283,39,22732,422,340217,450,318015
07/15/2021 11:00:00 AM,Anne Arundel,379,317864,422,295705,25,22757,404,340621,447,318462
07/16/2021 11:00:00 AM,Anne Arundel,449,318313,431,296136,45,22802,494,341115,476,318938
07/17/2021 11:00:00 AM,Anne Arundel,303,318616,282,296418,24,22826,327,341442,306,319244
07/18/2021 11:00:00 AM,Anne Arundel,163,318779,168,296586,7,22833,170,341612,175,319419
07/19/2021 11:00:00 AM,Anne Arundel,421,319200,381,296967,35,22868,456,342068,416,319835
07/20/2021 11:00:00 AM,Anne Arundel,455,319655,378,297345,22,22890,477,342545,400,320235
07/21/2021 11:00:00 AM,Anne Arundel,580,320235,423,297768,43,22933,623,343168,466,320701
07/22/2021 11:00:00 AM,Anne Arundel,535,320770,375,298143,51,22984,586,343754,426,321127
07/23/2021 11:00:00 AM,Anne Arundel,583,321353,366,298509,36,23020,619,344373,402,321529
07/24/2021 11:00:00 AM,Anne Arundel,350,321703,295,298804,21,23041,371,344744,316,321845
07/25/2021 11:00:00 AM,Anne Arundel,295,321998,88,298892,17,23058,312,345056,105,321950
01/11/2021 10:00:00 AM,Baltimore,3177,27161,516,1685,,0,,27161,,1685
01/12/2021 10:00:00 AM,Baltimore,3782,30943,892,2577,,0,,30943,,2577
01/13/2021 10:00:00 AM,Baltimore,2861,33804,843,3420,,0,,33804,,3420
01/14/2021 10:00:00 AM,Baltimore,2704,36508,375,3795,,0,,36508,,3795
01/15/2021 10:00:00 AM,Baltimore,2003,38511,256,4051,,0,,38511,,4051
01/16/2021 10:00:00 AM,Baltimore,661,39172,248,4299,,0,,39172,,4299
01/17/2021 10:00:00 AM,Baltimore,393,39565,257,4556,,0,,39565,,4556
01/18/2021 10:00:00 AM,Baltimore,867,40432,266,4822,,0,,40432,,4822
01/19/2021 10:00:00 AM,Baltimore,3139,43571,943,5765,,0,,43571,,5765
01/20/2021 10:00:00 AM,Baltimore,3616,47187,783,6548,,0,,47187,,6548
01/21/2021 10:00:00 AM,Baltimore,3522,50709,721,7269,,0,,50709,,7269
01/22/2021 10:00:00 AM,Baltimore,4441,55150,603,7872,,0,,55150,,7872
01/23/2021 10:00:00 AM,Baltimore,1257,56407,322,8194,,0,,56407,,8194
01/24/2021 10:00:00 AM,Baltimore,289,56696,504,8698,,0,,56696,,8698
01/25/2021 10:00:00 AM,Baltimore,2996,59692,1567,10265,,0,,59692,,10265
01/26/2021 10:00:00 AM,Baltimore,2367,62059,1694,11959,,0,,62059,,11959
01/27/2021 10:00:00 AM,Baltimore,3881,65940,1786,13745,,0,,65940,,13745
01/28/2021 10:00:00 AM,Baltimore,2588,68528,1336,15081,,0,,68528,,15081
01/29/2021 10:00:00 AM,Baltimore,2325,70853,1420,16501,,0,,70853,,16501
01/30/2021 10:00:00 AM,Baltimore,3254,74107,406,16907,,0,,74107,,16907
01/31/2021 10:00:00 AM,Baltimore,562,74669,222,17129,,0,,74669,,17129
02/01/2021 10:00:00 AM,Baltimore,1428,76097,970,18099,,0,,76097,,18099
02/02/2021 10:00:00 AM,Baltimore,1250,77347,2378,20477,,0,,77347,,20477
02/03/2021 10:00:00 AM,Baltimore,1744,79091,3656,24133,,0,,79091,,24133
02/04/2021 10:00:00 AM,Baltimore,2869,81960,2428,26561,,0,,81960,,26561
02/05/2021 10:00:00 AM,Baltimore,3271,85231,2321,28882,,0,,85231,,28882
02/06/2021 10:00:00 AM,Baltimore,3092,88323,619,29501,,0,,88323,,29501
02/07/2021 10:00:00 AM,Baltimore,1503,89826,249,29750,,0,,89826,,29750
02/10/2021 10:00:00 AM,Allegany,156,9621,214,2951,,0,,9621,,2951
02/11/2021 10:00:00 AM,Allegany,83,9704,5,2956,,0,,9704,,2956
02/12/2021 10:00:00 AM,Allegany,320,10024,559,3515,,0,,10024,,3515
02/13/2021 10:00:00 AM,Allegany,56,10080,74,3589,,0,,10080,,3589
02/14/2021 10:00:00 AM,Allegany,5,10085,18,3607,,0,,10085,,3607
02/15/2021 10:00:00 AM,Allegany,58,10143,55,3662,,0,,10143,,3662
02/16/2021 10:00:00 AM,Allegany,123,10266,287,3949,,0,,10266,,3949
02/17/2021 10:00:00 AM,Allegany,74,10340,915,4864,,0,,10340,,4864
02/18/2021 10:00:00 AM,Allegany,25,10365,115,4979,,0,,10365,,4979
02/19/2021 10:00:00 AM,Allegany,32,10397,1029,6008,,0,,10397,,6008
02/20/2021 10:00:00 AM,Allegany,7,10404,18,6026,,0,,10404,,6026
02/21/2021 10:00:00 AM,Allegany,7,10411,28,6054,,0,,10411,,6054
02/22/2021 10:00:00 AM,Allegany,156,10567,671,6725,,0,,10567,,6725
02/23/2021 10:00:00 AM,Allegany,334,10901,53,6778,,0,,10901,,6778
02/24/2021 10:00:00 AM,Allegany,72,10973,419,7197,,0,,10973,,7197
02/25/2021 10:00:00 AM,Allegany,108,11081,382,7579,,0,,11081,,7579
02/26/2021 10:00:00 AM,Allegany,63,11144,430,8009,,0,,11144,,8009
02/27/2021 10:00:00 AM,Allegany,31,11175,1,8010,,0,,11175,,8010
02/28/2021 10:00:00 AM,Allegany,67,11242,58,8068,,0,,11242,,8068
03/01/2021 10:00:00 AM,Allegany,74,11316,35,8103,,0,,11316,,8103
03/02/2021 10:00:00 AM,Allegany,148,11464,556,8659,,0,,11464,,8659
03/03/2021 10:00:00 AM,Allegany,103,11567,53,8712,,0,,11567,,8712
03/04/2021 10:00:00 AM,Allegany,545,12112,136,8848,2,2,547,12114,138,8850
03/05/2021 10:00:00 AM,Allegany,467,12579,369,9217,314,316,781,12895,683,9533
03/06/2021 10:00:00 AM,Allegany,28,12607,9,9226,3,319,31,12926,12,9545
03/07/2021 10:00:00 AM,Allegany,45,12652,25,9251,4,323,49,12975,29,9574
03/08/2021 10:00:00 AM,Allegany,93,12745,15,9266,4,327,97,13072,19,9593
03/09/2021 10:00:00 AM,Allegany,191,12936,69,9335,23,350,214,13286,92,9685
07/26/2021 11:00:00 AM,Anne Arundel,560,322558,378,299270,49,23107,609,345665,427,322377
07/27/2021 11:00:00 AM,Anne Arundel,550,323108,347,299617,46,23153,596,346261,393,322770
07/28/2021 11:00:00 AM,Anne Arundel,569,323677,322,299939,38,23191,607,346868,360,323130
07/29/2021 11:00:00 AM,Anne Arundel,605,324282,366,300305,27,23218,632,347500,393,323523
07/30/2021 11:00:00 AM,Anne Arundel,671,324953,358,300663,44,23262,715,348215,402,323925
07/31/2021 11:00:00 AM,Anne Arundel,446,325399,243,300906,19,23281,465,348680,262,324187
08/01/2021 11:00:00 AM,Anne Arundel,363,325762,157,301063,29,23310,392,349072,186,324373
08/02/2021 11:00:00 AM,Anne Arundel,751,326513,332,301395,32,23342,783,349855,364,324737
08/03/2021 11:00:00 AM,Anne Arundel,670,327183,308,301703,49,23391,719,350574,357,325094
08/04/2021 11:00:00 AM,Anne Arundel,671,327854,330,302033,58,23449,729,351303,388,325482
08/05/2021 11:00:00 AM,Anne Arundel,689,328543,323,302356,44,23493,733,352036,367,325849
08/06/2021 11:00:00 AM,Anne Arundel,784,329327,379,302735,50,23543,834,352870,429,326278
08/07/2021 11:00:00 AM,Anne Arundel,473,329800,246,302981,32,23575,505,353375,278,326556
08/08/2021 11:00:00 AM,Anne Arundel,347,330147,166,303147,16,23591,363,353738,182,326738
08/09/2021 11:00:00 AM,Anne Arundel,595,330742,412,303559,33,23624,628,354366,445,327183
08/10/2021 11:00:00 AM,Anne Arundel,710,331452,354,303913,45,23669,755,355121,399,327582
08/11/2021 11:00:00 AM,Anne Arundel,605,332057,433,304346,59,23728,664,355785,492,328074
08/12/2021 11:00:00 AM,Anne Arundel,636,332693,421,304767,41,23769,677,356462,462,328536
08/13/2021 11:00:00 AM,Anne Arundel,620,333313,451,305218,40,23809,660,357122,491,329027
08/14/2021 11:00:00 AM,Anne Arundel,411,333724,320,305538,29,23838,440,357562,349,329376
08/15/2021 11:00:00 AM,Anne Arundel,269,333993,217,305755,22,23860,291,357853,239,329615
08/16/2021 11:00:00 AM,Anne Arundel,462,334455,472,306227,33,23893,495,358348,505,330120
08/17/2021 11:00:00 AM,Anne Arundel,550,335005,437,306664,28,23921,578,358926,465,330585
08/18/2021 11:00:00 AM,Anne Arundel,548,335553,489,307153,39,23960,587,359513,528,331113
08/19/2021 11:00:00 AM,Anne Arundel,507,336060,475,307628,25,23985,532,360045,500,331613
08/20/2021 11:00:00 AM,Anne Arundel,501,336561,552,308180,26,24011,527,360572,578,332191
